SET DEFINE OFF;
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (1, '서울특별시', '강남구', 37.4979, 127.0276);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (2, '서울특별시', '강동구', 37.5301, 127.1238);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (3, '서울특별시', '강북구', 37.6396, 127.0257);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (4, '서울특별시', '강서구', 37.5509, 126.8495);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (5, '서울특별시', '관악구', 37.4784, 126.9516);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (6, '서울특별시', '광진구', 37.5384, 127.0826);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (7, '서울특별시', '구로구', 37.4955, 126.8873);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (8, '서울특별시', '금천구', 37.4558, 126.8958);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (9, '서울특별시', '노원구', 37.6540, 127.0568);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (10, '서울특별시', '도봉구', 37.6688, 127.0477);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (11, '서울특별시', '동대문구', 37.5740, 127.0396);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (12, '서울특별시', '동작구', 37.5027, 126.9487);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (13, '서울특별시', '마포구', 37.5602, 126.9088);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (14, '서울특별시', '서대문구', 37.5792, 126.9355);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (15, '서울특별시', '서초구', 37.4835, 127.0164);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (16, '서울특별시', '성동구', 37.5612, 127.0378);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (17, '서울특별시', '성북구', 37.5891, 127.0195);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (18, '서울특별시', '송파구', 37.5146, 127.1057);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (19, '서울특별시', '양천구', 37.5170, 126.8669);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (20, '서울특별시', '영등포구', 37.5244, 126.8964);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (21, '서울특별시', '용산구', 37.5324, 126.9904);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (22, '서울특별시', '은평구', 37.6176, 126.9227);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (23, '서울특별시', '종로구', 37.5730, 126.9794);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (24, '서울특별시', '중구', 37.5636, 126.9976);
INSERT INTO tblActivityRegionCoordinate (tblActivityRegionCoordinateSeq, sido, gugun, latitude, longitude) VALUES (25, '서울특별시', '중랑구', 37.6060, 127.0928);
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (1, '스포츠');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (2, '게임');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (3, '맛집');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (4, '문화');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (5, '힐링');
INSERT INTO tblCategoryMain (tblCategoryMainSeq, categoryName) VALUES (6, '자기계발');
INSERT INTO tblMember (tblMemberSeq, id, pw, name, nickname, birthday, tel, email, gender, photoFileName, registrationDate, status) VALUES (1, '4z3wyacj', 'h9^v$s9@^7ryc', '정하은', '즐거운햇살68', TO_DATE('1977-09-05', 'YYYY-MM-DD'), '010-2083-4804', '4z3wyacj@naver.com', 'F', 'basicProfile.png', default, 0);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (96, '롤플레잉(RPG) 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 4, TO_DATE('2025-03-27 13:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 15:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임롤플레잉(RPG).png', 319, 10);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (97, '롤플레잉(RPG) 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-25 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 4, TO_DATE('2025-03-27 04:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 06:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임롤플레잉(RPG).png', 943, 10);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (98, '롤플레잉(RPG) 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 3, TO_DATE('2025-03-27 01:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 03:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임롤플레잉(RPG).png', 951, 10);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (99, '롤플레잉(RPG) 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 6, TO_DATE('2025-03-27 07:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임롤플레잉(RPG).png', 237, 10);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (100, '롤플레잉(RPG) 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-25 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 5, TO_DATE('2025-03-26 22:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 00:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임롤플레잉(RPG).png', 842, 10);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (101, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 6, TO_DATE('2025-03-27 06:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 08:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 429, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (102, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 3, TO_DATE('2025-03-27 16:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 18:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 764, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (103, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-25 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 5, TO_DATE('2025-03-26 18:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-26 20:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 74, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (104, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 4, TO_DATE('2025-03-26 21:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-26 23:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 712, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (105, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 6, TO_DATE('2025-03-26 22:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 00:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 248, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (106, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-23 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 4, TO_DATE('2025-03-27 07:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 434, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (107, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 6, TO_DATE('2025-03-27 15:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 17:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 708, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (108, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-23 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 6, TO_DATE('2025-03-27 02:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 04:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 404, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (109, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-25 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 6, TO_DATE('2025-03-26 22:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 00:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 473, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (110, '시뮬레이션 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 6, TO_DATE('2025-03-27 07:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임시뮬레이션.png', 475, 11);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (111, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '신논현역 근처', 6, TO_DATE('2025-03-26 19:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-26 21:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 797, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (112, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 3, TO_DATE('2025-03-26 21:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-26 23:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 667, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (113, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 6, TO_DATE('2025-03-26 20:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-26 22:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 50, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (114, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 4, TO_DATE('2025-03-27 00:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 02:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 298, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (115, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-25 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 4, TO_DATE('2025-03-27 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 11:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 574, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (116, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '역삼역 근처', 5, TO_DATE('2025-03-27 08:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 10:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 850, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (117, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-26 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 5, TO_DATE('2025-03-27 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 11:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 906, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (118, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-24 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 5, TO_DATE('2025-03-27 02:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 04:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 150, 12);
INSERT INTO tblMeetingPost (tblMeetingPostSeq, title, content, postDate, location, capacity, startTime, endTime, photoFileName, tblMemberSeq, tblCategorySubSeq) VALUES (119, '전략 모임', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', TO_DATE('2025-03-23 09:57:56', 'YYYY-MM-DD HH24:MI:SS'), '강남역 근처', 3, TO_DATE('2025-03-27 11:57:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 13:57:56', 'YYYY-MM-DD HH24:MI:SS'), 'basic게임전략.png', 571, 12);
